CentroNv2,Mes Ano,Regiao_IM,Municipio,UF,Transações
L5024-VALINHOS (0814),2025-06-01,Interior,VALINHOS,SP,8094
L5025-PANAMBY (0817),2025-06-01,Capital,SÃO PAULO,SP,7109
L5026-VILA MARIA (0818),2025-06-01,Capital,SÃO PAULO,SP,5535
L5027-ACLIMACAO (0851),2025-06-01,Capital,SÃO PAULO,SP,9232
L5028-VILA PAULICEIA (0853),2025-06-01,Capital,SÃO PAULO,SP,5647
L5030-SAUDADE (0856),2025-06-01,Interior,CAMPINAS,SP,7450
L5031-PERDIZES (0860),2025-06-01,Capital,SÃO PAULO,SP,8019
L5033-SANTANA (0868),2025-06-01,Capital,SÃO PAULO,SP,4081
L5034-D. PEDRO ll (0873),2025-06-01,RMSP,SANTO ANDRÉ,SP,6921
L5035-TREMEMBE (0875),2025-06-01,Capital,SÃO PAULO,SP,5966
L5037-VILA ROMANA (0880),2025-06-01,Capital,SÃO PAULO,SP,5945
L5038-SAO JOSE DOS CAMPOS (0886),2025-06-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,7583
L5039-ZELINA (1208),2025-06-01,Capital,SÃO PAULO,SP,7610
L5040-GUARULHOS (1211),2025-06-01,RMSP,GUARULHOS,SP,7782
L5041-TAUBATE (1224),2025-06-01,Interior,TAUBATÉ,SP,4737
L5042-IPIRANGA (1237),2025-06-01,Capital,SÃO PAULO,SP,10153
L5043-PORTUGAL (1239),2025-06-01,RMSP,SANTO ANDRÉ,SP,7833
L5044-INDAIATUBA (1243),2025-06-01,Interior,INDAIATUBA,SP,7054
L5045-TATUAPE (1247),2025-06-01,Capital,SÃO PAULO,SP,7222
L5046-VILA CARRAO (1248),2025-06-01,Capital,SÃO PAULO,SP,7777
L5047-SAO BERNARDO (1255),2025-06-01,RMSP,SÃO BERNARDO DO CAMPO,SP,9229
L5048-SJC ANDROMEDA (1261),2025-06-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,6366
L5049-RIB.PRETO INDEPENDENCIA (1266),2025-06-01,Interior,RIBEIRÃO PRETO,SP,3404
L5050-SOROCABA W.LUIZ (1273),2025-06-01,Interior,SOROCABA,SP,5602
L5051-VILA PRUDENTE (1276),2025-06-01,Capital,SÃO PAULO,SP,6758
L5052-PINHEIROS (1277),2025-06-01,Capital,SÃO PAULO,SP,4467
L5053-MORUMBI (1278),2025-06-01,Capital,SÃO PAULO,SP,6742
L5054-PLANALTO (1279),2025-06-01,Capital,SÃO PAULO,SP,6474
L5055-CAMBUCI (1284),2025-06-01,Capital,SÃO PAULO,SP,9792
L5056-PENHA (1285),2025-06-01,Capital,SÃO PAULO,SP,9097
L5057-BOQUEIRAO (1289),2025-06-01,Litoral,SANTOS,SP,9026
L5058-JD. BONFIGLIOLI (1291),2025-06-01,Capital,SÃO PAULO,SP,8924
L5059-TUTOIA (1294),2025-06-01,Capital,SÃO PAULO,SP,7092
L5060-RIVIERA (1300),2025-06-01,Litoral,BERTIOGA,SP,4084
L5061-BOSQUE MAIA (1304),2025-06-01,RMSP,GUARULHOS,SP,5996
L5062-ASSUNCAO (1310),2025-06-01,RMSP,SÃO BERNARDO DO CAMPO,SP,11512
L5063-SAO CAMILO (1311),2025-06-01,RMSP,COTIA,SP,4480
L5064-CHACARA INGLESA (1312),2025-06-01,Capital,SÃO PAULO,SP,7429
L5065-LINS DE VASCONCELOS (1313),2025-06-01,Capital,SÃO PAULO,SP,7646
L5066-CARAPICUIBA (1317),2025-06-01,RMSP,CARAPICUÍBA,SP,5645
L5067-CHACARA ST. ANTONIO (1318),2025-06-01,Capital,SÃO PAULO,SP,6654
L5068-BOSQUE DA SAUDE (1321),2025-06-01,Capital,SÃO PAULO,SP,8604
L5069-AGUA RASA (1322),2025-06-01,Capital,SÃO PAULO,SP,7753
L5070-BORGES LAGOA (1323),2025-06-01,Capital,SÃO PAULO,SP,5360
L5071-BELA VISTA (1326),2025-06-01,Capital,SÃO PAULO,SP,10159
L5072-SERRA DE JAPI (1330),2025-06-01,Capital,SÃO PAULO,SP,6890
L5073-VILA GUILHERME (1331),2025-06-01,Capital,SÃO PAULO,SP,7327
L5074-VOLUNTARIOS DA PATRIA (1335),2025-06-01,Capital,SÃO PAULO,SP,5169
L5076-PIRACICABA (1337),2025-06-01,Interior,PIRACICABA,SP,5575
L5077-OSCAR FREIRE (1341),2025-06-01,Capital,SÃO PAULO,SP,7452
L5078-CAMPO BELO 2 (1342),2025-06-01,Capital,SÃO PAULO,SP,4310
L5081-VILA OLIMPIA (1345),2025-06-01,Capital,SÃO PAULO,SP,4775
L5082-VILA ANDRADE (1346),2025-06-01,Capital,SÃO PAULO,SP,7404
L5083-BARCELONA (1347),2025-06-01,RMSP,SÃO CAETANO DO SUL,SP,5707
L5084-GUAIPA (1349),2025-06-01,Capital,SÃO PAULO,SP,6024
L5086-PORTAL DO MORUMBI (1352),2025-06-01,Capital,SÃO PAULO,SP,10738
L5087-ALBERTO ANDALO (1353),2025-06-01,Interior,SÃO JOSÉ DO RIO PRETO,SP,4407
L5088-PONTA DA PRAIA (1363),2025-06-01,Litoral,SANTOS,SP,10451
L5089-BOA VISTA (1364),2025-06-01,RMSP,SÃO CAETANO DO SUL,SP,6798
L5090-NORTE SUL (1365),2025-06-01,Interior,CAMPINAS,SP,4137
L5091-NOVA CANTAREIRA (1366),2025-06-01,Capital,SÃO PAULO,SP,6668
L5092-VILA AUGUSTA (1374),2025-06-01,RMSP,GUARULHOS,SP,6982
L5093-PERDIZES 2 (1376),2025-06-01,Capital,SÃO PAULO,SP,6485
L5095-VILLA LOBOS (1380),2025-06-01,Capital,SÃO PAULO,SP,3518
L5097-JUNDIAI (1404),2025-06-01,Interior,JUNDIAÍ,SP,5431
L5098-AUTONOMISTAS (1405),2025-06-01,RMSP,OSASCO,SP,8450
L5099-VILA MATILDE (1421),2025-06-01,Capital,SÃO PAULO,SP,9616
L5100-INTERLAGOS (1431),2025-06-01,Capital,SÃO PAULO,SP,6689
L5101-CIDADE SAO FRANCISCO (1432),2025-06-01,Capital,SÃO PAULO,SP,6881
L5102-POMPEIA DESEMBARGADOR (1449),2025-06-01,Capital,SÃO PAULO,SP,7365
L5103-ATIBAIA (1454),2025-06-01,Interior,ATIBAIA,SP,11743
L5105-DOM PEDRO I (1457),2025-06-01,RMSP,SANTO ANDRÉ,SP,7798
L5106-GUILHERMINA (1516),2025-06-01,Litoral,PRAIA GRANDE,SP,7217
L5107-MANDAQUI (1521),2025-06-01,Capital,SÃO PAULO,SP,5612
L5108-MOGI DAS CRUZES (1527),2025-06-01,RMSP,MOGI DAS CRUZES,SP,5724
L5109-SANTOS POMPEIA,2025-06-01,Litoral,SANTOS,SP,9304
L5111-VINHEDO,2025-06-01,Interior,VINHEDO,SP,3406
L5112-BAURU,2025-06-01,Interior,BAURU,SP,2911
L5113-ANASTACIO,2025-06-01,Capital,SÃO PAULO,SP,7457
L5114-106 ASA SUL,2025-06-01,DF,BRASÍLIA,DF,4241
L5116-ENSEADA,2025-06-01,Litoral,GUARUJÁ,SP,4531
L5117-NOVA GRANADA,2025-06-01,RMSP,OSASCO,SP,9145
L5118-ARACATUBA,2025-06-01,Interior,ARAÇATUBA,SP,3020
L5119-AGUAS CLARAS (ARAUCARIAS),2025-06-01,DF,BRASÍLIA,DF,7295
L5120-ITU,2025-06-01,Interior,ITU,SP,5330
L5121-VILA MASCOTE,2025-06-01,Capital,SÃO PAULO,SP,9458
L5122-PONTE RASA,2025-06-01,Capital,SÃO PAULO,SP,9379
L5123-SAO VICENTE,2025-06-01,Litoral,SÃO VICENTE,SP,8521
L5124-BOTUCATU,2025-06-01,Interior,BOTUCATU,SP,4972
L5126-CELSO GARCIA,2025-06-01,Capital,SÃO PAULO,SP,8508
L5127-SAO ROQUE,2025-06-01,Interior,SÃO ROQUE,SP,8460
L5129-REAL PARQUE,2025-06-01,Capital,SÃO PAULO,SP,3558
L5130-TUPI,2025-06-01,Litoral,PRAIA GRANDE,SP,7326
L5131-TAUBATE SAO GERALDO,2025-06-01,Interior,TAUBATÉ,SP,5305
L5132-CANTO DO FORTE,2025-06-01,Litoral,PRAIA GRANDE,SP,7323
L5134-GILBERTO SALOMAO,2025-06-01,DF,BRASÍLIA,DF,3705
L5135-402 ASA SUL,2025-06-01,DF,BRASÍLIA,DF,3251
L5136-RIB.PRETO ALTO DA BOA VISTA,2025-06-01,Interior,RIBEIRÃO PRETO,SP,4444
L5138-306 ASA NORTE,2025-06-01,DF,BRASÍLIA,DF,6693
L5139-SBC RUDGE RAMOS,2025-06-01,RMSP,SÃO BERNARDO DO CAMPO,SP,7482
L5140-OSASCO KM 18,2025-06-01,RMSP,OSASCO,SP,8944
L5141-ALTO TAQUARAL,2025-06-01,Interior,CAMPINAS,SP,4488
L5142-MARILIA,2025-06-01,Interior,MARÍLIA,SP,3585
L5143-AQUARIUS,2025-06-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,6250
L5144-EMBU DAS ARTES,2025-06-01,RMSP,EMBU DAS ARTES,SP,6839
L5145-TAMBORE,2025-06-01,RMSP,SANTANA DE PARNAÍBA,SP,3593
L5146-ITATIBA,2025-06-01,Interior,ITATIBA,SP,4624
L5147-ROLAND GARROS,2025-06-01,Capital,SÃO PAULO,SP,6000
L5148-PARQUE DO CARMO,2025-06-01,Capital,SÃO PAULO,SP,7156
L5149-ALTO DA MOOCA,2025-06-01,Capital,SÃO PAULO,SP,9836
L5150-ARARAQUARA,2025-06-01,Interior,ARARAQUARA,SP,5135
L5151-PINDAMONHANGABA,2025-06-01,Interior,PINDAMONHANGABA,SP,3566
L5152-ALTO DA BOA VISTA,2025-06-01,Capital,SÃO PAULO,SP,8548
L5153-EMBARE,2025-06-01,Litoral,SANTOS,SP,11641
L5154-RIO CLARO,2025-06-01,Interior,RIO CLARO,SP,3280
L5155-SUZANO,2025-06-01,RMSP,SUZANO,SP,6454
L5156-JARDIM PRUDENCIA,2025-06-01,Capital,SÃO PAULO,SP,8611
L5158-LEBLON,2025-06-01,RJ,RIO DE JANEIRO,RJ,6186
L5159-COTIA KM 39,2025-06-01,RMSP,COTIA,SP,7178
L5160-GUARATINGUETA,2025-06-01,Interior,GUARATINGUETÁ,SP,5576
L5161-ITANHAEM,2025-06-01,Litoral,ITANHAÉM,SP,6716
L5163-TAQUARI,2025-06-01,DF,BRASÍLIA,DF,4224
L5164-ITAPETININGA,2025-06-01,Interior,ITAPETININGA,SP,4470
L5165-MOGI DAS CRUZES MOGILAR,2025-06-01,RMSP,MOGI DAS CRUZES,SP,6258
L5166-MAIRIPORA,2025-06-01,RMSP,MAIRIPORÃ,SP,8293
L5168-SALTO,2025-06-01,Interior,SALTO,SP,4703
L5169-JACAREI,2025-06-01,Interior,JACAREÍ,SP,6183
L5172-PRESIDENTE PRUDENTE,2025-06-01,Interior,PRESIDENTE PRUDENTE,SP,4126
L5173-PERUIBE,2025-06-01,Litoral,PERUÍBE,SP,5713
L5174-PERI PERI,2025-06-01,Capital,SÃO PAULO,SP,5856
L5175-PARQUE SAO LUCAS,2025-06-01,Capital,SÃO PAULO,SP,9163
L5176-BRAGANCA PAULISTA,2025-06-01,Interior,BRAGANÇA PAULISTA,SP,9825
L5177-FREGUESIA DO O,2025-06-01,Capital,SÃO PAULO,SP,7171
L5178-PERIMETRAL,2025-06-01,RMSP,SANTO ANDRÉ,SP,7273
L5179-VILA YARA,2025-06-01,RMSP,OSASCO,SP,8998
L5180-FREI CANECA,2025-06-01,Capital,SÃO PAULO,SP,8304
L5181-RIBEIRAO PIRES,2025-06-01,RMSP,RIBEIRÃO PIRES,SP,6269
L5182-SAO JOSE DO RIO PRETO (DAMHA),2025-06-01,Interior,SÃO JOSÉ DO RIO PRETO,SP,3898
L5184-PRACA VARNHAGEM,2025-06-01,RJ,RIO DE JANEIRO,RJ,8198
L5185-CLODOMIRO,2025-06-01,Capital,SÃO PAULO,SP,4376
L5186-VILA DAS MERCES,2025-06-01,Capital,SÃO PAULO,SP,7558
L5187-MUTIRAO,2025-06-01,GO,GOIÂNIA,GO,3818
L5188-CAJAMAR,2025-06-01,RMSP,CAJAMAR,SP,8811
L5192-ALPHAVILLE CONDE,2025-06-01,RMSP,BARUERI,SP,7523
L5193-COTIA,2025-06-01,RMSP,COTIA,SP,6965
L5195-LEME,2025-06-01,Interior,LEME,SP,3266
L5197-LIMEIRA,2025-06-01,Interior,LIMEIRA,SP,3845
L5198-VILA RESENDE,2025-06-01,Interior,PIRACICABA,SP,4532
L5199-CASA VERDE,2025-06-01,Capital,SÃO PAULO,SP,6997
L5200-JUVENTUS,2025-06-01,Capital,SÃO PAULO,SP,5564
L5201-ANA COSTA,2025-06-01,Litoral,SANTOS,SP,9759
L5202-VILA CAICARA,2025-06-01,Litoral,PRAIA GRANDE,SP,8389
L5204-ITAQUA,2025-06-01,RMSP,ITAQUAQUECETUBA,SP,5922
L5205-GRANJA KM 26,2025-06-01,RMSP,COTIA,SP,3416
L5206-CACHOEIRINHA,2025-06-01,Capital,SÃO PAULO,SP,4593
L5207-SANTO ANDRE ORATORIO,2025-06-01,RMSP,SANTO ANDRÉ,SP,9342
L5209-ITABERABA,2025-06-01,Capital,SÃO PAULO,SP,7765
L5210-CAMPANELLA,2025-06-01,Capital,SÃO PAULO,SP,8384
L5213-REMEDIOS ONIX,2025-06-01,Capital,SÃO PAULO,SP,6142
L5214-SAO MIGUEL,2025-06-01,Capital,SÃO PAULO,SP,6682
L5215-VILA EMA,2025-06-01,Capital,SÃO PAULO,SP,7534
L5216-UBATUBA,2025-06-01,Litoral,UBATUBA,SP,4054
L5218-PARELHEIROS,2025-06-01,Capital,SÃO PAULO,SP,9132
L5219-AV. ITAQUERA,2025-06-01,Capital,SÃO PAULO,SP,6877
L5220-PLANALTO,2025-06-01,RMSP,SÃO BERNARDO DO CAMPO,SP,5183
L5221-BARUERI (BETHAVILLE),2025-06-01,RMSP,BARUERI,SP,7134
L5223-CAMPO LIMPO,2025-06-01,Capital,SÃO PAULO,SP,12652
L5225-ARUJA,2025-06-01,RMSP,ARUJÁ,SP,6057
L5227-CRUZEIRO,2025-06-01,Interior,CRUZEIRO,SP,4859
L5229-GLAUCIO GIL,2025-06-01,RJ,RIO DE JANEIRO,RJ,6513
L5230-LARGO DO MACHADO,2025-06-01,RJ,RIO DE JANEIRO,RJ,11942
L5231-SOROCABA PANNUNZIO,2025-06-01,Interior,SOROCABA,SP,6356
L5232-PARQUE ECOLOGICO,2025-06-01,Interior,INDAIATUBA,SP,8037
L5233-MONGAGUA,2025-06-01,Litoral,MONGAGUÁ,SP,6783
L5235-LOUVEIRA,2025-06-01,Interior,LOUVEIRA,SP,3435
L5236-JACAREI VILLA BRANCA,2025-06-01,Interior,JACAREÍ,SP,4448
L5237-PAULINIA,2025-06-01,Interior,PAULÍNIA,SP,6810
L5239-CACAPAVA,2025-06-01,Interior,CAÇAPAVA,SP,4178
L5240-BARAO GERALDO,2025-06-01,Interior,CAMPINAS,SP,4955
L5241-ITAPEVI,2025-06-01,RMSP,ITAPEVI,SP,7428
L5242-RECREIO,2025-06-01,RJ,RIO DE JANEIRO,RJ,2932
L5243-MONTE CASTELO,2025-06-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,4656
L5244-TAGUATINGA SUL,2025-06-01,DF,BRASÍLIA,DF,4291
L5245-MAUA 2,2025-06-01,RMSP,MAUÁ,SP,8234
L5246-MALL MULTI GERMINARE,2025-06-01,Capital,SÃO PAULO,SP,13446
L5248-SBC PEREIRA BARRETO,2025-06-01,RMSP,SÃO BERNARDO DO CAMPO,SP,7190
L5249-SANTA TERESINHA,2025-06-01,RMSP,SANTO ANDRÉ,SP,7774
L5250-VILA RICA,2025-06-01,Capital,SÃO PAULO,SP,6466
L5251-JANGADEIROS,2025-06-01,Capital,SÃO PAULO,SP,6092
L5252-14 DE DEZEMBRO,2025-06-01,Interior,JUNDIAÍ,SP,6260
L5253-HORTO,2025-06-01,Capital,SÃO PAULO,SP,5683
L5259-ALL WAYS MALL,2025-06-01,RJ,RIO DE JANEIRO,RJ,4626
L5261-UNIMART,2025-06-01,Interior,CAMPINAS,SP,6877
L5262-URBANOVA,2025-06-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,3772
L5266-MATEO BEI,2025-06-01,Capital,SÃO PAULO,SP,6814
L5267-JAU,2025-06-01,Interior,JAÚ,SP,2455
L5268-TIBURCIO,2025-06-01,Capital,SÃO PAULO,SP,7562
L5272-ILHABELA,2025-06-01,Litoral,ILHABELA,SP,5821
L5273-MORRO GRANDE,2025-06-01,Capital,SÃO PAULO,SP,5818
L5277-VILA CURUCA (NORDESTINA),2025-06-01,Capital,SÃO PAULO,SP,6856
L5278-ITAPECERICA DA SERRA,2025-06-01,RMSP,ITAPECERICA DA SERRA,SP,6356
L5279-BOX CAIEIRAS,2025-06-01,RMSP,CAIEIRAS,SP,4314
L5281-OLIVEIRA FREIRE,2025-06-01,Capital,SÃO PAULO,SP,5390
L5282-PARQUE OLIMPICO,2025-06-01,RJ,RIO DE JANEIRO,RJ,7539
L5283-ALDEIA DA SERRA,2025-06-01,RMSP,BARUERI,SP,4336
L5284-25 DE AGOSTO,2025-06-01,RJ,DUQUE DE CAXIAS,RJ,4700
L5001-RIBEIRAO PRETO (0217),2025-07-01,Interior,RIBEIRÃO PRETO,SP,9293
L5002-ALPHAVILLE (0290),2025-07-01,RMSP,BARUERI,SP,7039
L5003-LINS (0340),2025-07-01,Interior,LINS,SP,8225
L5004-CAMPO BELO (0448),2025-07-01,Capital,SÃO PAULO,SP,6400
L5005-BROOKLIN (0475),2025-07-01,Capital,SÃO PAULO,SP,6169
L5006-MARAJOARA (0487),2025-07-01,Capital,SÃO PAULO,SP,8101
L5007-KLABIN (0496),2025-07-01,Capital,SÃO PAULO,SP,3758
L5008-SCS MAUA (0500),2025-07-01,RMSP,SÃO CAETANO DO SUL,SP,5499
L5009-PIRITUBA (0508),2025-07-01,Capital,SÃO PAULO,SP,8446
L5012-SOROCABA (0527),2025-07-01,Interior,SOROCABA,SP,2761
L5013-GRANJA VIANA (0545),2025-07-01,RMSP,COTIA,SP,5810
L5014-ROUXINOL (0567),2025-07-01,Capital,SÃO PAULO,SP,6752
L5015-BARAO ITAPURA (0570),2025-07-01,Interior,CAMPINAS,SP,4228
L5016-ANDRADINA (0573),2025-07-01,Interior,ANDRADINA,SP,4127
L5017-LEOPOLDINA (0576),2025-07-01,Capital,SÃO PAULO,SP,5183
L5018-MOEMA JURUCE (0584),2025-07-01,Capital,SÃO PAULO,SP,8492
L5019-ANGELICA (0684),2025-07-01,Capital,SÃO PAULO,SP,9467
L5020-VILA MARIANA 2 (0779),2025-07-01,Capital,SÃO PAULO,SP,8501
L5021-VILA SAUDE (0782),2025-07-01,Capital,SÃO PAULO,SP,8844
L5022-SAO CAETANO CENTRO (0811),2025-07-01,RMSP,SÃO CAETANO DO SUL,SP,9513
L5023-JOSE BONIFACIO (0813),2025-07-01,Interior,CAMPINAS,SP,4571
L5024-VALINHOS (0814),2025-07-01,Interior,VALINHOS,SP,8087
L5025-PANAMBY (0817),2025-07-01,Capital,SÃO PAULO,SP,7237
L5026-VILA MARIA (0818),2025-07-01,Capital,SÃO PAULO,SP,6019
L5027-ACLIMACAO (0851),2025-07-01,Capital,SÃO PAULO,SP,9067
L5028-VILA PAULICEIA (0853),2025-07-01,Capital,SÃO PAULO,SP,5727
L5030-SAUDADE (0856),2025-07-01,Interior,CAMPINAS,SP,7600
L5031-PERDIZES (0860),2025-07-01,Capital,SÃO PAULO,SP,8108
L5033-SANTANA (0868),2025-07-01,Capital,SÃO PAULO,SP,4341
L5034-D. PEDRO ll (0873),2025-07-01,RMSP,SANTO ANDRÉ,SP,6911
L5035-TREMEMBE (0875),2025-07-01,Capital,SÃO PAULO,SP,6245
L5037-VILA ROMANA (0880),2025-07-01,Capital,SÃO PAULO,SP,6248
L5038-SAO JOSE DOS CAMPOS (0886),2025-07-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,7494
L5039-ZELINA (1208),2025-07-01,Capital,SÃO PAULO,SP,7487
L5040-GUARULHOS (1211),2025-07-01,RMSP,GUARULHOS,SP,7905
L5041-TAUBATE (1224),2025-07-01,Interior,TAUBATÉ,SP,4701
L5042-IPIRANGA (1237),2025-07-01,Capital,SÃO PAULO,SP,10216
L5043-PORTUGAL (1239),2025-07-01,RMSP,SANTO ANDRÉ,SP,7932
L5044-INDAIATUBA (1243),2025-07-01,Interior,INDAIATUBA,SP,7490
L5045-TATUAPE (1247),2025-07-01,Capital,SÃO PAULO,SP,7254
L5046-VILA CARRAO (1248),2025-07-01,Capital,SÃO PAULO,SP,7911
L5047-SAO BERNARDO (1255),2025-07-01,RMSP,SÃO BERNARDO DO CAMPO,SP,9609
L5048-SJC ANDROMEDA (1261),2025-07-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,6322
L5049-RIB.PRETO INDEPENDENCIA (1266),2025-07-01,Interior,RIBEIRÃO PRETO,SP,3450
L5050-SOROCABA W.LUIZ (1273),2025-07-01,Interior,SOROCABA,SP,5958
L5051-VILA PRUDENTE (1276),2025-07-01,Capital,SÃO PAULO,SP,7028
L5052-PINHEIROS (1277),2025-07-01,Capital,SÃO PAULO,SP,4436
L5053-MORUMBI (1278),2025-07-01,Capital,SÃO PAULO,SP,7072
L5054-PLANALTO (1279),2025-07-01,Capital,SÃO PAULO,SP,6341
L5055-CAMBUCI (1284),2025-07-01,Capital,SÃO PAULO,SP,10059
L5056-PENHA (1285),2025-07-01,Capital,SÃO PAULO,SP,9047
L5057-BOQUEIRAO (1289),2025-07-01,Litoral,SANTOS,SP,9255
L5058-JD. BONFIGLIOLI (1291),2025-07-01,Capital,SÃO PAULO,SP,8733
L5059-TUTOIA (1294),2025-07-01,Capital,SÃO PAULO,SP,6895
L5060-RIVIERA (1300),2025-07-01,Litoral,BERTIOGA,SP,6013
L5061-BOSQUE MAIA (1304),2025-07-01,RMSP,GUARULHOS,SP,5957
L5062-ASSUNCAO (1310),2025-07-01,RMSP,SÃO BERNARDO DO CAMPO,SP,11476
L5063-SAO CAMILO (1311),2025-07-01,RMSP,COTIA,SP,4653
L5064-CHACARA INGLESA (1312),2025-07-01,Capital,SÃO PAULO,SP,7582
L5065-LINS DE VASCONCELOS (1313),2025-07-01,Capital,SÃO PAULO,SP,7741
L5066-CARAPICUIBA (1317),2025-07-01,RMSP,CARAPICUÍBA,SP,5724
L5067-CHACARA ST. ANTONIO (1318),2025-07-01,Capital,SÃO PAULO,SP,6077
L5068-BOSQUE DA SAUDE (1321),2025-07-01,Capital,SÃO PAULO,SP,8998
L5069-AGUA RASA (1322),2025-07-01,Capital,SÃO PAULO,SP,7632
L5070-BORGES LAGOA (1323),2025-07-01,Capital,SÃO PAULO,SP,5376
L5071-BELA VISTA (1326),2025-07-01,Capital,SÃO PAULO,SP,10383
L5072-SERRA DE JAPI (1330),2025-07-01,Capital,SÃO PAULO,SP,6761
L5073-VILA GUILHERME (1331),2025-07-01,Capital,SÃO PAULO,SP,7396
L5074-VOLUNTARIOS DA PATRIA (1335),2025-07-01,Capital,SÃO PAULO,SP,5543
L5076-PIRACICABA (1337),2025-07-01,Interior,PIRACICABA,SP,5845
L5077-OSCAR FREIRE (1341),2025-07-01,Capital,SÃO PAULO,SP,7847
L5078-CAMPO BELO 2 (1342),2025-07-01,Capital,SÃO PAULO,SP,4676
L5081-VILA OLIMPIA (1345),2025-07-01,Capital,SÃO PAULO,SP,4573
L5082-VILA ANDRADE (1346),2025-07-01,Capital,SÃO PAULO,SP,7556
L5083-BARCELONA (1347),2025-07-01,RMSP,SÃO CAETANO DO SUL,SP,5952
L5084-GUAIPA (1349),2025-07-01,Capital,SÃO PAULO,SP,5872
L5086-PORTAL DO MORUMBI (1352),2025-07-01,Capital,SÃO PAULO,SP,10992
L5087-ALBERTO ANDALO (1353),2025-07-01,Interior,SÃO JOSÉ DO RIO PRETO,SP,4674
L5088-PONTA DA PRAIA (1363),2025-07-01,Litoral,SANTOS,SP,10387
L5089-BOA VISTA (1364),2025-07-01,RMSP,SÃO CAETANO DO SUL,SP,6884
L5090-NORTE SUL (1365),2025-07-01,Interior,CAMPINAS,SP,4349
L5091-NOVA CANTAREIRA (1366),2025-07-01,Capital,SÃO PAULO,SP,6865
L5092-VILA AUGUSTA (1374),2025-07-01,RMSP,GUARULHOS,SP,6815
L5093-PERDIZES 2 (1376),2025-07-01,Capital,SÃO PAULO,SP,6516
L5095-VILLA LOBOS (1380),2025-07-01,Capital,SÃO PAULO,SP,3636
L5097-JUNDIAI (1404),2025-07-01,Interior,JUNDIAÍ,SP,5683
L5098-AUTONOMISTAS (1405),2025-07-01,RMSP,OSASCO,SP,8833
L5099-VILA MATILDE (1421),2025-07-01,Capital,SÃO PAULO,SP,9925
L5100-INTERLAGOS (1431),2025-07-01,Capital,SÃO PAULO,SP,6822
L5101-CIDADE SAO FRANCISCO (1432),2025-07-01,Capital,SÃO PAULO,SP,6942
L5102-POMPEIA DESEMBARGADOR (1449),2025-07-01,Capital,SÃO PAULO,SP,7486
L5103-ATIBAIA (1454),2025-07-01,Interior,ATIBAIA,SP,12552
L5105-DOM PEDRO I (1457),2025-07-01,RMSP,SANTO ANDRÉ,SP,7894
L5106-GUILHERMINA (1516),2025-07-01,Litoral,PRAIA GRANDE,SP,7506
L5107-MANDAQUI (1521),2025-07-01,Capital,SÃO PAULO,SP,5708
L5108-MOGI DAS CRUZES (1527),2025-07-01,RMSP,MOGI DAS CRUZES,SP,5859
L5109-SANTOS POMPEIA,2025-07-01,Litoral,SANTOS,SP,9033
L5111-VINHEDO,2025-07-01,Interior,VINHEDO,SP,3767
L5112-BAURU,2025-07-01,Interior,BAURU,SP,3117
L5113-ANASTACIO,2025-07-01,Capital,SÃO PAULO,SP,7885
L5114-106 ASA SUL,2025-07-01,DF,BRASÍLIA,DF,4017
L5116-ENSEADA,2025-07-01,Litoral,GUARUJÁ,SP,5005
L5117-NOVA GRANADA,2025-07-01,RMSP,OSASCO,SP,9327
L5118-ARACATUBA,2025-07-01,Interior,ARAÇATUBA,SP,3219
L5119-AGUAS CLARAS (ARAUCARIAS),2025-07-01,DF,BRASÍLIA,DF,7411
L5120-ITU,2025-07-01,Interior,ITU,SP,5583
L5121-VILA MASCOTE,2025-07-01,Capital,SÃO PAULO,SP,9839
L5122-PONTE RASA,2025-07-01,Capital,SÃO PAULO,SP,9847
L5123-SAO VICENTE,2025-07-01,Litoral,SÃO VICENTE,SP,8791
L5124-BOTUCATU,2025-07-01,Interior,BOTUCATU,SP,4943
L5126-CELSO GARCIA,2025-07-01,Capital,SÃO PAULO,SP,8790
L5127-SAO ROQUE,2025-07-01,Interior,SÃO ROQUE,SP,8843
L5129-REAL PARQUE,2025-07-01,Capital,SÃO PAULO,SP,3383
L5130-TUPI,2025-07-01,Litoral,PRAIA GRANDE,SP,7585
L5131-TAUBATE SAO GERALDO,2025-07-01,Interior,TAUBATÉ,SP,5687
L5132-CANTO DO FORTE,2025-07-01,Litoral,PRAIA GRANDE,SP,7085
L5134-GILBERTO SALOMAO,2025-07-01,DF,BRASÍLIA,DF,3894
L5135-402 ASA SUL,2025-07-01,DF,BRASÍLIA,DF,3338
L5136-RIB.PRETO ALTO DA BOA VISTA,2025-07-01,Interior,RIBEIRÃO PRETO,SP,4609
L5138-306 ASA NORTE,2025-07-01,DF,BRASÍLIA,DF,6725
L5139-SBC RUDGE RAMOS,2025-07-01,RMSP,SÃO BERNARDO DO CAMPO,SP,7858
L5140-OSASCO KM 18,2025-07-01,RMSP,OSASCO,SP,9114
L5141-ALTO TAQUARAL,2025-07-01,Interior,CAMPINAS,SP,4616
